gene_id	Gene names	type
ENSMUSG00000047959	Kcna3	integral membrane
ENSMUSG00000047960	Olfr186 Mor183-9	integral membrane
ENSMUSG00000047976	Kcna1	integral membrane
ENSMUSG00000047977	Synb	integral membrane
ENSMUSG00000047986	Palm3	cytoplasm
ENSMUSG00000047992	Dipk1c Fam69c	integral membrane
ENSMUSG00000048000	Gigyf2 Kiaa0642 Perq2 Tnrc15	integral membrane
ENSMUSG00000048001	Hes5 Hes-5	nucleus
ENSMUSG00000048012	Znf473 Zfp100 Zfp473	nucleus
ENSMUSG00000048015	Neurod4 Ath3 Atoh3	nucleus
ENSMUSG00000048022	Tmem229a	integral membrane
ENSMUSG00000048040	Arxes2	integral membrane
ENSMUSG00000048040	Arxes1	integral membrane
ENSMUSG00000048047	Zbtb33 Kaiso	nucleus
ENSMUSG00000048058	Ldlrad3	integral membrane
ENSMUSG00000048062	Fpr-rs4	integral membrane
ENSMUSG00000048070	Pirt	integral membrane
ENSMUSG00000048077	H1-7 H1f7 H1fnt Hanp1	nucleus
ENSMUSG00000048078	Tenm4 Doc4 Kiaa1302 Odz4 Tnm4	nucleus
ENSMUSG00000048087	Ahcy	nucleus
ENSMUSG00000048100	Taf13 Taf2k	nucleus
ENSMUSG00000048101	Olfr19 Mor140-1	integral membrane
ENSMUSG00000048108	Tmem72	integral membrane
ENSMUSG00000048109	Rbm15 Kiaa4257 Ott1	nucleus
ENSMUSG00000048118	Arid4a Rbbp1 Rbp1	nucleus
ENSMUSG00000048120	Entpd1 Cd39	integral membrane
ENSMUSG00000048138	Dmrt2	nucleus
ENSMUSG00000048153	Olfr49 Mor118-1	integral membrane
ENSMUSG00000048170	Mcmbp	nucleus
ENSMUSG00000048174	Tmem81	integral membrane
ENSMUSG00000048200	Cracr2b Efcab4a	cytoplasm
ENSMUSG00000048206	Dnajb8	nucleus
ENSMUSG00000048218	Amigo2 Ali1	integral membrane
ENSMUSG00000048222	Mfap1b	nucleus
ENSMUSG00000048222	Mfap1a	nucleus
ENSMUSG00000048232	Fbxo10 Gm634	cytoplasm
ENSMUSG00000048234	Rnf149 Greul4	integral membrane
ENSMUSG00000048249	Crebrf	nucleus
ENSMUSG00000048251	Bcl11b Ctip2 Rit1	nucleus
ENSMUSG00000048277	Syngr2	integral membrane
ENSMUSG00000048284	Tas2r41 Tas2r12 Tas2r126 Tas2r26	integral membrane
ENSMUSG00000048285	Frmd6	cytoplasm
ENSMUSG00000048299	Olfr148 Mor224-4 Olfr7	integral membrane
ENSMUSG00000048304	Slitrk3	integral membrane
ENSMUSG00000048307	Ankrd46	integral membrane
ENSMUSG00000048329	Mfsd6l	integral membrane
ENSMUSG00000048330	Ric3	integral membrane
ENSMUSG00000048332	Lhfpl6 Lhfp	integral membrane
ENSMUSG00000048337	Npy4r Ppyr1	integral membrane
ENSMUSG00000048349	Pou4f1 Brn-3 Brn3 Brn3a	nucleus
ENSMUSG00000048355	Arxes2	integral membrane
ENSMUSG00000048355	Arxes1	integral membrane
ENSMUSG00000048377	Foxi2	nucleus
ENSMUSG00000048385	Scrt1	nucleus
ENSMUSG00000048387	Osr1 Odd1	nucleus
ENSMUSG00000048388	Fam171b	integral membrane
ENSMUSG00000048399	Tprg1 Fam79b Tprg	cytoplasm
ENSMUSG00000048402	Gli2 Thp	nucleus
ENSMUSG00000048416	Mlf1 Hls7	nucleus
ENSMUSG00000048429	Timm29	integral membrane
ENSMUSG00000048442	Smim5	integral membrane
ENSMUSG00000048445	Ccdc57	cytoplasm
ENSMUSG00000048450	Msx1 Hox7 Hox7.1	nucleus
ENSMUSG00000048455	Sprr1b	cytoplasm
ENSMUSG00000048458	Inka2 Fam212b	nucleus
ENSMUSG00000048478	Spata33	nucleus
ENSMUSG00000048480	Cxcr1 Il8ra	integral membrane
ENSMUSG00000048481	Mypop P42pop	nucleus
ENSMUSG00000048482	Bdnf	cytoplasm
ENSMUSG00000048483	Zdhhc22 Gm262	integral membrane
ENSMUSG00000048489	Depp1 Depp Fseg	cytoplasm
ENSMUSG00000048490	Nrip1	nucleus
ENSMUSG00000048498	Cd300e Cd300le Clm2	integral membrane
ENSMUSG00000048503	Tlcd5 Gm184 Tmem136	integral membrane
ENSMUSG00000048516	Adam26a Adam26	integral membrane
ENSMUSG00000048520	Fbxl13 Drc6	cytoplasm
ENSMUSG00000048521	Cxcr6	integral membrane
ENSMUSG00000048528	Nkx1-2 Nkx1.1 Sax1	nucleus
ENSMUSG00000048534	Jaml Amica1 Gm638	integral membrane
ENSMUSG00000048540	Nhlh2 Hen2	nucleus
ENSMUSG00000048546	Tob2	nucleus
ENSMUSG00000048562	Sp8	nucleus
ENSMUSG00000048572	Tmem252	integral membrane
ENSMUSG00000048578	Mlec Kiaa0152	integral membrane
ENSMUSG00000048581		integral membrane
ENSMUSG00000048602	Morc2b Tce6	nucleus
ENSMUSG00000048612	Myof Fer1l3 Kiaa1207	integral membrane
ENSMUSG00000048626	Klf17 Gzf Zfp393 Znf393	nucleus
ENSMUSG00000048644	Ctxn1 Ctxn	integral membrane
ENSMUSG00000048652	Samd13 Gm1652	nucleus
ENSMUSG00000048677	Tpcn2 Tpc2	integral membrane
ENSMUSG00000048686	Hmgb4	nucleus
ENSMUSG00000048721	Fndc9	integral membrane
ENSMUSG00000048731	Ggnbp1	cytoplasm
ENSMUSG00000048752	Prss50 Tsp50	integral membrane
ENSMUSG00000048756	Foxo3 Fkhr2 Foxo3a	nucleus
ENSMUSG00000048763	Hoxb3 Hox-2.7 Hoxb-3	nucleus
ENSMUSG00000048766	Skint10	integral membrane
ENSMUSG00000048772	Tmem53	integral membrane
ENSMUSG00000048775	Serpinb13	cytoplasm
ENSMUSG00000048779	P2ry6	integral membrane
ENSMUSG00000048787	Dcun1d3	nucleus
ENSMUSG00000048796	Cyb561d1	integral membrane
ENSMUSG00000048799	Cep120 Ccdc100	cytoplasm
ENSMUSG00000048807	Slc35e4	integral membrane
ENSMUSG00000048826	Dact2 Dpr2 Frd2	cytoplasm
ENSMUSG00000048833	Slc39a9 Zip9	integral membrane
ENSMUSG00000048834	Vstm2a Vstm2	integral membrane
ENSMUSG00000048856	Slc25a47 Hdmcp	integral membrane
ENSMUSG00000048878	Hexim1 Clp1	nucleus
ENSMUSG00000048895	Cdk5r1 Cdk5r Nck5a	nucleus
ENSMUSG00000048897	Znf710 Zfp710	nucleus
ENSMUSG00000048899	Rimkla Fam80a Rimk	cytoplasm
ENSMUSG00000048904	Neurog1 Ath4c Neurod3 Ngn Ngn1	nucleus
ENSMUSG00000048911	Rnf24	integral membrane
ENSMUSG00000048920	Fkrp	integral membrane
ENSMUSG00000048921	Znf689 Zfp689	nucleus
ENSMUSG00000048924	Ccdc125 Kenae	cytoplasm
ENSMUSG00000048930	Tada3 Ada3 Tada3l	nucleus
ENSMUSG00000048939	Atp13a5	integral membrane
ENSMUSG00000048965	Mrgpre Ebrt3 Mrge	integral membrane
ENSMUSG00000048970	C1galt1c1 Cosmc	integral membrane
ENSMUSG00000048978	Nrsn1 Vmp	integral membrane
ENSMUSG00000048982	Gphb5 Gpb5 Zlut1	cytoplasm
ENSMUSG00000048988	Elfn1 Ppp1r28	integral membrane
ENSMUSG00000049036	Tmem121 Hole	integral membrane
ENSMUSG00000049047	Armcx3 Alex3	nucleus
ENSMUSG00000049086	Mycb Bmyc	nucleus
ENSMUSG00000049091	Sephs2 Sps2	cytoplasm
ENSMUSG00000049092	Gpr137c	integral membrane
ENSMUSG00000049098	Olfr147 Mor164-1 Olfr7	integral membrane
ENSMUSG00000049103	Ccr2 Cmkbr2	cytoplasm
ENSMUSG00000049106	Dcaf5 Kiaa1824 Wdr22	cytoplasm
ENSMUSG00000049109	Themis	nucleus
ENSMUSG00000049115	Agtr1a Agtr1	integral membrane
ENSMUSG00000049122	Frmd3	integral membrane
ENSMUSG00000049130	C5ar1 C5ar C5r1	integral membrane
ENSMUSG00000049152	Ugt3a2	integral membrane
ENSMUSG00000049154	Fam183b	cytoplasm
ENSMUSG00000049164	Znf518a Kiaa0335 Zfp518 Zfp518a Znf518	nucleus
ENSMUSG00000049184	Purg	nucleus
ENSMUSG00000049214	Skint7	integral membrane
ENSMUSG00000049230	Myef2 Kiaa1341 Mef2	nucleus
ENSMUSG00000049232	Tigd2	nucleus
ENSMUSG00000049281	Scn3b	integral membrane
ENSMUSG00000049295	Znf219 Zfp219	nucleus
ENSMUSG00000049300	Prmt6 Hrmt1l6	nucleus
ENSMUSG00000049303	Syt12	integral membrane
ENSMUSG00000049307	Fut4 Elft	integral membrane
ENSMUSG00000049313	Sorl1	integral membrane
ENSMUSG00000049321	Zfp2 Fnp-2 Mkr2 Zfp-2	nucleus
ENSMUSG00000049323	Smcr8	cytoplasm
ENSMUSG00000049339	Retreg2 Fam134a	integral membrane
ENSMUSG00000049353	Rd3	nucleus
ENSMUSG00000049354	Dcaf7 Han11 Wdr68	nucleus
ENSMUSG00000049382	Krt8 Krt2-8	cytoplasm
ENSMUSG00000049401	Ogfr	nucleus
ENSMUSG00000049410	Znf683 Gm13060 Zfp683	nucleus
ENSMUSG00000049411	Tmem241	integral membrane
ENSMUSG00000049420	Tmem200a Kiaa1913	integral membrane
ENSMUSG00000049421	Znf260 Zfp260	nucleus
ENSMUSG00000049439	Cyp20a1	integral membrane
ENSMUSG00000049470	Aff4 Alf4	nucleus
ENSMUSG00000049489	Ccnq Fam58a Fam58b	nucleus
ENSMUSG00000049491	Slc36a3 Pat3 Tramd2	integral membrane
ENSMUSG00000049493	Pls1	cytoplasm
ENSMUSG00000049502	Dtx3l Bbap	nucleus
ENSMUSG00000049511	Htr1b 5ht1b	cytoplasm
ENSMUSG00000049515	Espnl Gm556	cytoplasm
ENSMUSG00000049526	Tmem202	integral membrane
ENSMUSG00000049532	Sall2 Sal2	nucleus
ENSMUSG00000049536	Tceal1	nucleus
ENSMUSG00000049537	Tecrl Srd5a2l2	integral membrane
ENSMUSG00000049539	H1-1 H1a H1f1 Hist1h1a	nucleus
ENSMUSG00000049550	Clip1 Kiaa4046 Rsn	nucleus
ENSMUSG00000049551	Fzd9 Fzd3	integral membrane
ENSMUSG00000049553	Polr1a Rpa1 Rpo1-4	nucleus
ENSMUSG00000049555	Tmie	integral membrane
ENSMUSG00000049556	Lingo1 Lern1 Lrrn6a	integral membrane
ENSMUSG00000049577	Zfpm1 Fog Fog1	nucleus
ENSMUSG00000049583	Grm5 Gprc1e Mglur5	cytoplasm
ENSMUSG00000049588	Ccdc69 D11Ertd461e	nucleus
ENSMUSG00000049598	Vsig8	integral membrane
ENSMUSG00000049620	Prss33	cytoplasm
ENSMUSG00000049624	Slc17a5	integral membrane
ENSMUSG00000049641	Vgll2 Vgl2 Vito1	nucleus
ENSMUSG00000049649	Gpr3 Gpcr3	integral membrane
ENSMUSG00000049657	Zbtb5 Kiaa0354	nucleus
ENSMUSG00000049658	Bdp1 Kiaa1241 Tfnr	nucleus
ENSMUSG00000049670	Morn4	cytoplasm
ENSMUSG00000049672	Zbtb14 Zfp-5 Zfp161 Zfp5	nucleus
ENSMUSG00000049680	Urgcp Urg4	nucleus
ENSMUSG00000049691	Nkx3-2 Bapx1 Nkx-3.2 Nkx3b	nucleus
ENSMUSG00000049692	Tmem239	integral membrane
ENSMUSG00000049709	Nlrp10 Nalp10 Pynod	cytoplasm
ENSMUSG00000049717	Lig4	nucleus
ENSMUSG00000049719	Prss46	integral membrane
ENSMUSG00000049721	Gal3st1 Cst Gcst	integral membrane
ENSMUSG00000049723	Mmp12 Mme Mmel	nucleus
ENSMUSG00000049728	Znf668 Zfp668	nucleus
ENSMUSG00000049734	Trex1	nucleus
ENSMUSG00000049739	Zfp646	nucleus
ENSMUSG00000049744	Arhgap15	cytoplasm
ENSMUSG00000049755	Znf672 Zfp672	nucleus
ENSMUSG00000049761	Pmis2	integral membrane
ENSMUSG00000049775	Tmsb4x Ptmb4 Tmsb4	nucleus
ENSMUSG00000049791	Fzd4	integral membrane
ENSMUSG00000049792	Bag5	nucleus
ENSMUSG00000049796	Crh Gm1347	cytoplasm
ENSMUSG00000049799	Lrrc19	integral membrane
ENSMUSG00000049800	Sertad2 Kiaa0127 MNCb-1504	nucleus
ENSMUSG00000049843	Olfr1102 Mor179-4	integral membrane
ENSMUSG00000049866	Arl4c Arl7	cytoplasm
ENSMUSG00000049871	Nlrc3	cytoplasm
ENSMUSG00000049882	Vcpkmt Gm71 Mettl21d	cytoplasm
ENSMUSG00000049892	Rasd1 Dexras1	nucleus
ENSMUSG00000049904	Tmem17	integral membrane
ENSMUSG00000049908	Gja8	integral membrane
ENSMUSG00000049922	Slc35c1 Fuct1	integral membrane
ENSMUSG00000049928	Glp2r	integral membrane
ENSMUSG00000049932	H2ax H2a.x H2afx Hist5-2ax	nucleus
ENSMUSG00000049940	Pgrmc2	integral membrane
ENSMUSG00000049972	Skint9	integral membrane
ENSMUSG00000049988	Lrrc25 Mapa	integral membrane
ENSMUSG00000050010	Shisa3	integral membrane
ENSMUSG00000050017	Pitpnb	cytoplasm
ENSMUSG00000050029	Rap2c	cytoplasm
ENSMUSG00000050043	Tmx2 Txndc14	integral membrane
ENSMUSG00000050052	Tdrp	nucleus
ENSMUSG00000050058	Prm3	nucleus
ENSMUSG00000050071	Bex1 Rex3	nucleus
ENSMUSG00000050075	Gpr171	integral membrane
ENSMUSG00000050079	Rspry1 Kiaa1972	cytoplasm
ENSMUSG00000050089	Akap4 Akap82 Fsc1	cytoplasm
ENSMUSG00000050100	Hmx2 Nkx-5.2 Nkx5-2	nucleus
ENSMUSG00000050103	Agmo Tmem195	integral membrane
ENSMUSG00000050106	Tmc8 Ever2	cytoplasm
ENSMUSG00000050121	Opalin Tmem10	integral membrane
ENSMUSG00000050132	Sarm1 Kiaa0524	cytoplasm
ENSMUSG00000050141	Fam205c	integral membrane
ENSMUSG00000050144	Slc25a44	integral membrane
ENSMUSG00000050148	Ubqln2 Plic2	nucleus
ENSMUSG00000050195	Scd4	integral membrane
ENSMUSG00000050197	Rhox13	nucleus
ENSMUSG00000050201	Otop2	integral membrane
ENSMUSG00000050211	Pla2g4e	cytoplasm
ENSMUSG00000050212	Eva1b Fam176b	integral membrane
ENSMUSG00000050213	Snip1	nucleus
ENSMUSG00000050217	Lgsn Gluld1 Lgs	cytoplasm
ENSMUSG00000050229	Pigm	integral membrane
ENSMUSG00000050232	Cxcr3 Cmkar3	integral membrane
ENSMUSG00000050234	Gja4 Cxn-37	integral membrane
ENSMUSG00000050240	Hic2 Kiaa1020	nucleus
ENSMUSG00000050248	Evc2 Lbn	integral membrane
ENSMUSG00000050270	Tmem220	integral membrane
ENSMUSG00000050271	Prag1 D8Ertd82e Nack Sgk223	nucleus
ENSMUSG00000050276	Mrgprg Ebrt2 Gm1098 Mrgg	integral membrane
ENSMUSG00000050288	Fzd2 Fzd10	integral membrane
ENSMUSG00000050295	Foxc1 Fkh1 Fkhl7 Freac3 Mf1	nucleus
ENSMUSG00000050315	Synpo2	nucleus
ENSMUSG00000050323	Ndufaf6	nucleus
ENSMUSG00000050328	Hoxc12 Hox-3.8 Hoxc-12	nucleus
ENSMUSG00000050332	Amer1 Fam123b	cytoplasm
ENSMUSG00000050359	Sprr1a	cytoplasm
ENSMUSG00000050368	Hoxd10 Hox-4.5 Hoxd-10	nucleus
ENSMUSG00000050370	Ch25h	integral membrane
ENSMUSG00000050377	Il31ra Glmr	integral membrane
ENSMUSG00000050394	Armcx6	integral membrane
ENSMUSG00000050397	Foxl2 Pfrk	nucleus
ENSMUSG00000050423	Ppp1r3g	cytoplasm
ENSMUSG00000050425	Mrgprb2 Mrgb2	integral membrane
ENSMUSG00000050440	Hamp Hamp1 Hepc Hepc1	nucleus
ENSMUSG00000050447	Lypd6	cytoplasm
ENSMUSG00000050468	Astl Sas1b	cytoplasm
ENSMUSG00000050473	Slc35d3 Frcl1	integral membrane
ENSMUSG00000050503	Fbxl22	nucleus
ENSMUSG00000050511	Oprd1	integral membrane
ENSMUSG00000050520	Cldn8	integral membrane
ENSMUSG00000050549	Fam241a	integral membrane
ENSMUSG00000050556	Kcnb1	integral membrane
ENSMUSG00000050565	Tor1aip2 Ifrg15 Lull1	integral membrane
ENSMUSG00000050565	Tor1aip2 Ifrg15	integral membrane
ENSMUSG00000050567	Maml1 Kiaa0200	nucleus
ENSMUSG00000050623	Catsperz Tex40	cytoplasm
ENSMUSG00000050635	Sprr2f	nucleus
ENSMUSG00000050663	Trhde	integral membrane
ENSMUSG00000050666	Vstm4	integral membrane
ENSMUSG00000050697	Prkaa1	nucleus
ENSMUSG00000050700	Emilin3 Emilin5	cytoplasm
ENSMUSG00000050737	Ptges Pges	integral membrane
ENSMUSG00000050751	Pgbd5	nucleus
ENSMUSG00000050777	Tmem37 Cacng5 Pr Pr1	integral membrane
ENSMUSG00000050796	B3galt6	integral membrane
ENSMUSG00000050799	H2bc1 Hist1h2ba Th2b	nucleus
ENSMUSG00000050808	Muc15	integral membrane
ENSMUSG00000050810	Oog3	cytoplasm
ENSMUSG00000050812	Ecpas Ecm29 Kiaa0368	nucleus
ENSMUSG00000050822	Slc29a4 Ent4	integral membrane
ENSMUSG00000050824	Sstr5 Smstr5	cytoplasm
ENSMUSG00000050840	Cdh20 Cdh7	integral membrane
ENSMUSG00000050853	Olfr958 Mor224-9	integral membrane
ENSMUSG00000050854	Tmem125	integral membrane
ENSMUSG00000050866	Clrn3 Tmem12	integral membrane
ENSMUSG00000050870	Mrgprb8 Mrgb8	integral membrane
ENSMUSG00000050875	Minar2	integral membrane
ENSMUSG00000050890	Pdik1l	nucleus
ENSMUSG00000050912	Tmem123	integral membrane
ENSMUSG00000050914	Ankrd37	nucleus
ENSMUSG00000050917	Fgf4 Fgf-4 Kfgf	cytoplasm
ENSMUSG00000050919	Znf366 Zfp366	nucleus
ENSMUSG00000050947	Amigo1 Ali2 Amigo Kiaa1163	integral membrane
ENSMUSG00000050953	Gja1 Cxn-43	integral membrane
ENSMUSG00000050963	Kcns2	integral membrane
ENSMUSG00000050966	Lin28a Lin28 Tex17	nucleus
ENSMUSG00000050973	Gdpgp1	cytoplasm
ENSMUSG00000051029	Serpinb1b	cytoplasm
ENSMUSG00000051034	Zfp11 Krox-6.1a Krox-6.1b	nucleus
ENSMUSG00000051056	Gja10	integral membrane
ENSMUSG00000051067	Lingo3 Lrrn6b	integral membrane
ENSMUSG00000051079	Rgs13	nucleus
ENSMUSG00000051111	Sv2c Kiaa1054	integral membrane
ENSMUSG00000051149	Adnp	nucleus
ENSMUSG00000051153	Tas2r105 Tas2r5 Tas2r9	integral membrane
ENSMUSG00000051154	Commd3 Bup	nucleus
ENSMUSG00000051159	Cited1 Msg1	nucleus
ENSMUSG00000051166	Eml5	cytoplasm
ENSMUSG00000051177	Plcb1 Plcb	nucleus
ENSMUSG00000051184	Znf524 Zfp524	nucleus
ENSMUSG00000051185	Fam174a Tmem157	integral membrane
ENSMUSG00000051207	Mrgprd Gm499 Mrgd	integral membrane
ENSMUSG00000051209	Gpr119	integral membrane
ENSMUSG00000051212	Gpr183 Ebi2	integral membrane
ENSMUSG00000051223	Bzw1	cytoplasm
ENSMUSG00000051224	Tceanc	nucleus
ENSMUSG00000051225	Fam83a	cytoplasm
ENSMUSG00000051232	Tmem199	integral membrane
ENSMUSG00000051234	Rnf7 Rbx2 Sag	nucleus
ENSMUSG00000051235	Gen1	nucleus
ENSMUSG00000051238	Swsap1	nucleus
ENSMUSG00000051243	Islr2 Kiaa1465 Linx	integral membrane
ENSMUSG00000051251	Nhlh1 Hen1	nucleus
ENSMUSG00000051256	Jagn1	integral membrane
ENSMUSG00000051257	Trap1a P1a	nucleus
ENSMUSG00000051276	Actrt2 Arpm2	cytoplasm
ENSMUSG00000051278	Zgrf1	integral membrane
ENSMUSG00000051285	Pcmtd1	cytoplasm
ENSMUSG00000051306	Usp42	nucleus
ENSMUSG00000051314	Ffar2 Gpr43 Lssig	integral membrane
ENSMUSG00000051316	Taf7 Taf2f	nucleus
ENSMUSG00000051331	Cacna1c Cach2 Cacn2 Cacnl1a1 Cchl1a1	integral membrane
ENSMUSG00000051344	Plekhm3 Dapr	cytoplasm
ENSMUSG00000051346	Spryd4	nucleus
ENSMUSG00000051355	Commd1 Murr1	nucleus
ENSMUSG00000051367	Six1	nucleus
ENSMUSG00000051373	Plpp7 Net39 Ppapdc3	integral membrane
ENSMUSG00000051378	Kif18b	nucleus
ENSMUSG00000051390	Zbtb22 Bing1 Zfp297 Znf297	nucleus
ENSMUSG00000051397	Tacstd2 Trop2	integral membrane
ENSMUSG00000051431	Gpr87	integral membrane
ENSMUSG00000051451	Crebzf Zf	nucleus
ENSMUSG00000051452	Gm11437	integral membrane
ENSMUSG00000051455	Meioc Gm1564	nucleus
ENSMUSG00000051456	Hspb3	nucleus
ENSMUSG00000051469	Znf24 Hmcns Zfp191 Zfp24	nucleus
ENSMUSG00000051483	Cbr1 Cbr	nucleus
ENSMUSG00000051490	Foxd4 Fkh2 Fkhl9 Freac5	nucleus
ENSMUSG00000051495	Irf2bp2	nucleus
ENSMUSG00000051497	Kcnj16	integral membrane
ENSMUSG00000051499	Znf786 Zfp786	nucleus
ENSMUSG00000051510	Mafg	nucleus
ENSMUSG00000051527	Usp29	nucleus
ENSMUSG00000051550	Znf579 Zfp579	nucleus
ENSMUSG00000051579	Tceal8	nucleus
ENSMUSG00000051586	Mical3 Kiaa0819 Kiaa1364	nucleus
ENSMUSG00000051627	H1-4 H1f4 Hist1h1e	nucleus
ENSMUSG00000051650	B3GNT2 B3gnt1 Beta3gnt	integral membrane
ENSMUSG00000051652	Lrrc3	integral membrane
ENSMUSG00000051674	Dcun1d4	nucleus
ENSMUSG00000051675	Trim32	nucleus
ENSMUSG00000051682	Treml4 TLT4 Treml3	integral membrane
ENSMUSG00000051695	Pcbp1	nucleus
ENSMUSG00000051703	Tmem198	integral membrane
ENSMUSG00000051705	Senp8 Den1 Nedp1	nucleus
ENSMUSG00000051730	Mettl5	nucleus
ENSMUSG00000051768	Xrcc1 Xrcc-1	nucleus
ENSMUSG00000051786	Tubgcp6 Kiaa1669	cytoplasm
ENSMUSG00000051790	Nlgn2 Kiaa1366	cytoplasm
ENSMUSG00000051855	Mest Peg1 121a	integral membrane
ENSMUSG00000051860	Samd7	nucleus
ENSMUSG00000051879	Krt71 K6irs1 Kb34 Krt2-6g Krt6g	cytoplasm
ENSMUSG00000051896	Tex37 Tsc21	nucleus
ENSMUSG00000051910	Sox6 Sox-6	nucleus
ENSMUSG00000051917	Tas2r40 T2r33 Tas2r144 Tas2r44	integral membrane
ENSMUSG00000051934	Spats2 Scr59	cytoplasm
ENSMUSG00000051950	B3glct B3galtl Gm1057	integral membrane
ENSMUSG00000051951	Xkr4 Xrg4	integral membrane
ENSMUSG00000051956	Rnf133 Greul2	integral membrane
ENSMUSG00000051965	Nanos2 Nos2	nucleus
ENSMUSG00000051977	Prdm9 Hst1 Meisetz	nucleus
ENSMUSG00000051980	Casr Gprc2a	nucleus
ENSMUSG00000051985	Igfn1	nucleus
ENSMUSG00000051989	Smim11a Fam165b Smim11	integral membrane
ENSMUSG00000051998	Lax1 Lax	integral membrane
ENSMUSG00000052040	Klf13 Bteb3 Fklf2	nucleus
ENSMUSG00000052085	Dock8	cytoplasm
ENSMUSG00000052087	Rgs14	nucleus
ENSMUSG00000052102	Gnpda1 Gnpi	cytoplasm
ENSMUSG00000052105	Mtcl1 Ccdc165 Kiaa0802 Soga2	cytoplasm
ENSMUSG00000052133	Sema5b Kiaa1445 Semag SemG	integral membrane
ENSMUSG00000052135	Foxo6	nucleus
ENSMUSG00000052139	Babam2 Bre	nucleus
ENSMUSG00000052142	Rasal3	cytoplasm
ENSMUSG00000052151	Plpp2 Lpp2 Ppap2c	integral membrane
ENSMUSG00000052155	Acvr2a Acvr2	cytoplasm
ENSMUSG00000052160	Pld4	integral membrane
ENSMUSG00000052212	Cd177	integral membrane
ENSMUSG00000052270	Fpr2 Fpr-rs2	integral membrane
ENSMUSG00000052271	Bhlha15 Bhlhb8 Mist1	nucleus
ENSMUSG00000052293	Taf9 Taf2g	nucleus
ENSMUSG00000052296	Ppp6r1 Kiaa1115 Pp6r1 Saps1	nucleus
ENSMUSG00000052298	Cdc42se2	cytoplasm
ENSMUSG00000052303	Mrgpra6 Mrga6	integral membrane
ENSMUSG00000052310	Slc39a1 Zip1 Zirtl	integral membrane
ENSMUSG00000052316	Lrrc15	integral membrane
ENSMUSG00000052336	Cx3cr1	integral membrane
ENSMUSG00000052353	Cemip Kiaa1199	nucleus
ENSMUSG00000052363	Zdhhc19 Gm616	integral membrane
ENSMUSG00000052369	Tmem106c D15Ertd405e	integral membrane
ENSMUSG00000052384	Nrros Lrrc33	integral membrane
ENSMUSG00000052395	Rft1	integral membrane
ENSMUSG00000052396	Mogat2 Dgat2l5 Mgat1l	integral membrane
ENSMUSG00000052397	Ezr Vil2	cytoplasm
ENSMUSG00000052406	Rexo4 Gm111 Pmc2 Xpmc2h	nucleus
ENSMUSG00000052423	B4galt3	integral membrane
ENSMUSG00000052428	Tmco1	cytoplasm
ENSMUSG00000052430	Bmpr1b Acvrlk6	integral membrane
ENSMUSG00000052435	Cebpe Gm294	nucleus
ENSMUSG00000052468	Pmp2	cytoplasm
ENSMUSG00000052485	Tmem171 Gm905	integral membrane
ENSMUSG00000052520	Cyp2j5	cytoplasm
ENSMUSG00000052525	Spdya Spdy1	nucleus
ENSMUSG00000052534	Pbx1 Pbx-1	nucleus
ENSMUSG00000052539	Magi3 Kiaa1634	nucleus
ENSMUSG00000052544	St6galnac3 Siat7c	integral membrane
ENSMUSG00000052551	Adarb2 Adar3 Red2	cytoplasm
ENSMUSG00000052557	Gan	cytoplasm
ENSMUSG00000052565	H1-3 H1f3 Hist1h1d	nucleus
ENSMUSG00000052566	Hook2	cytoplasm
ENSMUSG00000052572	Dlg2 Dlgh2	nucleus
ENSMUSG00000052581	Lrrtm4	integral membrane
ENSMUSG00000052584	Serp2	integral membrane
ENSMUSG00000052593	Adam17 Tace	cytoplasm
ENSMUSG00000052595	A1cf Acf Asp	nucleus
ENSMUSG00000052605	Isoc2b Isoc2	nucleus
ENSMUSG00000052613	Pcdh15	integral membrane
ENSMUSG00000052656	Rnf103 Zfp103	integral membrane
ENSMUSG00000052675	Znf112 Zfp112	nucleus
ENSMUSG00000052684	Jun	nucleus
ENSMUSG00000052712		integral membrane
ENSMUSG00000052713	Znf608 Kiaa1281 Zfp608	nucleus
ENSMUSG00000052748	Swt1	nucleus
ENSMUSG00000052759	Gpr25 Gm1300	integral membrane
ENSMUSG00000052776	Oas1a Oias1	nucleus
ENSMUSG00000052833	Sae1 Aos1 Sua1 Ubl1a1 Uble1a	cytoplasm
ENSMUSG00000052837	Junb Jun-b	nucleus
ENSMUSG00000052852	Reep1 D6Ertd253e	integral membrane
ENSMUSG00000052854	Nrk Nesk	cytoplasm
ENSMUSG00000052889	Prkcb Pkcb Prkcb1	nucleus
ENSMUSG00000052914	Cyp2j6	cytoplasm
ENSMUSG00000052915	Msl1 Msl1l1	nucleus
ENSMUSG00000052917	Senp7 Kiaa1707 Susp2	nucleus
ENSMUSG00000052920	Prkg1 Prkg1b Prkgr1a Prkgr1b	cytoplasm
ENSMUSG00000052921	Arhgef15 Kiaa0915	cytoplasm
ENSMUSG00000052922	Bpi	cytoplasm
ENSMUSG00000052942	Glis3	nucleus
ENSMUSG00000052974	Cyp2f2 Cyp2f-2	cytoplasm
ENSMUSG00000052997	Uba2 Sae2 Uble1b	cytoplasm
ENSMUSG00000053025	Sv2b Kiaa0735	integral membrane
ENSMUSG00000053030	Spink2	cytoplasm
ENSMUSG00000053040	Aph1c	integral membrane
